Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609942046,64.82,18.18,18.54,64.12,48.53,49.24,103.74,SQUARE_MILK_45
1609942064,65.13,18.16,18.58,63.69,48.55,49.76,90.42,SQUARE_MILK_45
1609942081,64.8,18.16,19.07,63.73,48.58,49.71,103.78,SQUARE_MILK_45
1609942099,64.32,18.13,18.97,64.16,48.58,49.32,103.77,SQUARE_MILK_45
1609942116,64.41,18.13,19.0,63.72,48.6,49.24,103.77,SQUARE_MILK_45
1609942134,64.4,18.13,19.03,63.73,48.54,49.28,103.95,SQUARE_MILK_45
1609942151,64.33,18.07,18.54,63.73,48.53,49.69,103.86,SQUARE_MILK_45
1609942169,65.19,18.09,18.69,21.2,48.61,49.33,104.22,SQUARE_MILK_45
1609942187,64.4,18.17,18.99,64.65,48.59,49.3,104.76,SQUARE_MILK_45
1609942204,65.17,18.05,18.57,64.58,48.6,49.25,104.61,SQUARE_MILK_45
1609942222,64.69,18.11,19.08,63.74,47.63,49.25,103.99,SQUARE_MILK_45
1609942239,64.76,18.15,19.01,63.77,48.53,49.3,103.6,SQUARE_MILK_45
1609942257,64.29,18.18,19.0,65.45,48.97,49.7,104.09,SQUARE_MILK_45
1609942274,64.34,18.16,19.02,63.74,48.65,49.23,104.7,SQUARE_MILK_45
1609942292,64.33,18.09,18.99,20.4,48.64,49.75,104.88,SQUARE_MILK_45
1609942309,64.38,18.13,19.03,63.74,48.55,49.3,38.19,SQUARE_MILK_45
1609942327,65.15,18.13,19.07,63.72,48.56,49.32,105.55,SQUARE_MILK_45
1609942345,65.15,18.67,19.1,63.77,48.63,49.21,12.43,SQUARE_MILK_45
1609942362,64.29,18.13,19.03,63.79,48.56,49.34,2.32,SQUARE_MILK_45
1609942380,64.35,18.11,18.98,64.21,48.59,49.28,104.75,SQUARE_MILK_45
1609942397,64.33,18.11,18.99,63.75,48.62,49.31,104.87,SQUARE_MILK_45
1609942415,65.22,18.14,18.98,63.74,48.66,48.9,105.45,SQUARE_MILK_45
1609942432,65.25,18.18,18.98,63.77,48.59,49.32,35.05,SQUARE_MILK_45
1609942450,66.41,18.15,19.02,64.2,48.51,49.29,104.91,SQUARE_MILK_45
1609942467,66.02,18.18,18.96,63.71,48.58,49.29,104.49,SQUARE_MILK_45
1609942485,64.35,18.19,19.05,63.75,48.62,49.69,105.35,SQUARE_MILK_45
1609942502,65.2,18.07,19.07,63.77,48.62,49.72,105.07,SQUARE_MILK_45
1609942520,65.17,18.15,19.02,20.51,48.59,49.27,2.21,SQUARE_MILK_45
1609942538,65.16,18.16,18.94,63.75,48.56,49.32,13.45,SQUARE_MILK_45
1609942555,66.01,18.18,19.05,63.74,48.49,49.23,104.97,SQUARE_MILK_45
1609942573,64.28,18.14,18.96,63.77,49.02,49.74,104.38,SQUARE_MILK_45
1609942590,65.12,18.13,18.99,63.75,48.6,49.65,72.07,SQUARE_MILK_45
1609942608,65.09,18.14,18.97,63.72,48.53,48.87,57.79,SQUARE_MILK_45
1609942625,65.59,18.15,19.02,63.73,48.63,49.28,27.17,SQUARE_MILK_45
1609942643,64.35,18.11,19.06,63.74,48.63,49.76,104.47,SQUARE_MILK_45
1609942660,64.74,18.13,19.01,64.23,48.61,49.35,104.41,SQUARE_MILK_45
1609942678,64.31,18.1,18.98,63.77,48.56,49.3,104.81,SQUARE_MILK_45
1609942696,65.16,18.17,19.01,63.78,48.96,49.23,104.7,SQUARE_MILK_45
1609942713,66.45,18.13,19.06,63.78,48.97,49.29,104.29,SQUARE_MILK_45
1609942731,65.16,18.08,19.0,63.74,48.96,49.28,104.69,SQUARE_MILK_45
1609942748,64.27,18.18,19.0,63.73,48.6,49.28,104.05,SQUARE_MILK_45
1609942766,66.06,18.16,19.05,63.75,48.67,49.3,103.97,SQUARE_MILK_45
1609942783,64.36,18.18,19.04,64.57,49.01,49.32,105.03,SQUARE_MILK_45
1609942801,64.29,18.15,19.04,64.54,48.55,49.3,103.89,SQUARE_MILK_45
1609942818,64.36,18.09,19.09,63.68,48.54,49.82,104.69,SQUARE_MILK_45
1609942836,65.17,18.18,19.02,63.75,48.63,49.29,18.19,SQUARE_MILK_45
1609942854,66.46,18.15,19.07,63.69,49.02,49.73,66.05,SQUARE_MILK_45
1609942871,64.8,18.08,19.02,63.77,48.66,49.27,97.31,SQUARE_MILK_45
1609942889,65.18,18.13,18.96,63.76,48.63,49.34,59.44,SQUARE_MILK_45
1609942906,64.34,18.13,19.07,63.34,48.62,49.4,108.76,SQUARE_MILK_45
1609942924,65.17,18.19,18.98,63.82,48.56,49.34,108.34,SQUARE_MILK_45
